"ID","Clee","Nombre de la Unidad Económica","Razón social","Código de la clase de actividad SCIAN","Nombre de clase de la actividad","Descripcion estrato personal ocupado","Tipo de vialidad","Nombre de la vialidad","Tipo de entre vialidad 1","Nombre de entre vialidad 1","Tipo de entre vialidad 2","Nombre de entre vialidad 2","Tipo de entre vialidad 3","Nombre de entre vialidad 3","Número exterior o kilómetro","Letra exterior","Edificio","Edificio Piso","Número interior","Letra interior","Tipo de asentamiento humano","Nombre de asentamiento humano","Tipo centro comercial","Corredor industrial, centro comercial o mercado público","Número de local","Código Postal","Clave entidad","Entidad federativa","Clave municipio","Municipio","Clave localidad","Localidad","Área geoestadística básica ","Manzana","Número de teléfono","Correo electrónico","Sitio en Internet","Tipo de establecimiento","Latitud","Longitud","Fecha de incorporación al DENUE"
"903260","09014339999000451000000000S2","FABRICACIÓN DE COSAS DE MADERA SIN NOMBRE",,"339999","Otras industrias manufactureras","0 a 5 personas","CALLE","DON JUAN","CALZADA","CALZADA DE TLALPAN","CALLE","LUISA","EJE VIAL","5 SUR (PRIMERO DE MAYO)","8",,,,,,"COLONIA","NATIVITAS",,,,"03500","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0524","022",,"PRODUCCIONLLM@GMAIL.COM",,"Fijo","19.38127214","-99.13943562","2014-12"
"961850","09014332320000271000000000U0","HERRERIA ANA",,"332320","Fabricación de productos de herrería","0 a 5 personas","EJE VIAL","5 SUR (EUGENIA)","CALLE","PALENQUE","AVENIDA","DOCTOR JOSE MARIA VERTIZ","AVENIDA","DOCTOR JOSÉ MARÍA VÉRTIZ","1654",,,,"6",,"COLONIA","VERTIZ NARVARTE",,,,"03020","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","044A","010",,,,"Fijo","19.38459933","-99.15287399","2010-07"
"9055917","09014332320000971000000000U5","HERRERIA CORSA",,"332320","Fabricación de productos de herrería","0 a 5 personas","CALLE","EDZNA","EJE VIAL","6 SUR (ÁNGEL URRAZA)","CALLE","LUIS BRAILLE","EJE VIAL","6 SUR (ÁNGEL URRAZA)","194","B",,,,,"COLONIA","INDEPENDENCIA",,,,"03630","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0469","033","5516882788","CARLOS-SANTIAGO@.COM.MX",,"Fijo","19.37891769","-99.14881146","2019-11"
"7255587","09014332320000911000000000U1","HERRERIA GARCIA",,"332320","Fabricación de productos de herrería","0 a 5 personas","CALLE","NIÑOS HEROES DE CHAPULTEPEC","CALLE","FRANCISCO MARQUEZ","CALZADA","CALZADA DE TLALPAN","CALLE","GUIPUZCOA","11","B",,,,,"COLONIA","JOSEFA ORTIZ DE DOMINGUEZ",,,,"03430","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0308","022","5529431523","HERRERIAGARCIA101@HOTMAIL.COM",,"Fijo","19.38662334","-99.13991181","2019-11"
"8458580","09014332320000951000000000U7","HERRERIA MERCEDES PRAT",,"332320","Fabricación de productos de herrería","0 a 5 personas","CALLE","CONCEPCION BEISTEGUI","EJE VIAL","CENTRAL (LAZARO CARDENAS)","CALLE","ZEMPOALA","CALLE","PACHUQUILLA","2018",,,,,,"COLONIA","NARVARTE ORIENTE",,,,"03020","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0435","010","5540617398",,,"Fijo","19.38593001","-99.14800744","2019-11"
"964778","09014332320000071000000000U4","HERRERIA Y MATENIMIENTO EN GENERAL ATLAS",,"332320","Fabricación de productos de herrería","0 a 5 personas","CALLE","CUMBRES DE MALTRATA","EJE VIAL","CENTRAL (LAZARO CARDENAS)","CALLE","PACHUQUILLA","CALLE","PACHUQUILLA","505","B",,,"2",,"COLONIA","NARVARTE ORIENTE",,,,"03020","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0435","010","5555475269",,,"Fijo","19.38742265","-99.14785975","2010-07"
"963665","09014333291000013010000000U8","HI ART","HI ART SA DE CV","332710","Maquinado de piezas metálicas para maquinaria y equipo en general","0 a 5 personas","CALLE","SAN SIMON","CALLE","RAFAEL SOLANA","CALLE","CANARIAS","CALLE","AVENIDA 17","142",,,,,,"COLONIA","SAN SIMON TICUMAC",,,,"03660","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0647","009",,,,"Fijo","19.37541117","-99.146629","2010-07"
"6259029","09014332320000715001000000U6","INALPRO","INALPRO SA DE CV","332320","Fabricación de productos de herrería","31 a 50 personas","AVENIDA","DOCTOR JOSÉ  MARÍA VÉRTIZ","CALLE","TORRES ADALID","CALLE","CONCEPCIÓN BEISTEGUI","CALLE","MONTE ALBÁN","910",,,,,,"COLONIA","NARVARTE",,,,"03020","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0435","013",,"RECEPCION@INALPRO.COM",,"Fijo","19.38801386","-99.15157785","2010-07"
"903379","09014332710000281000000000U1","INDUCCION DE METALES","INDUCCION DE METALES SA DE CV","332710","Maquinado de piezas metálicas para maquinaria y equipo en general","0 a 5 personas","CALLE","RAFAEL MARTINEZ RIP RIP","CALLE","SERAFIN OLARTE","EJE VIAL","6 SUR (INDEPENDENCIA)","CALLE","SERAFÍN OLARTE","50",,,,,,"COLONIA","INDEPENDENCIA",,,,"03630","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0469","012",,"COMPRAS@CAMAQUINACION.COM",,"Fijo","19.37951348","-99.14735317","2014-12"
"967665","09014432120000011011000000M3","JOYERÍA DE METALES Y PIEDRAS NO PRECIOSOS Y DE OTROS MATERIALES SIN NOMBRE",,"339913","Joyería de metales y piedras no preciosos y de otros materiales","11 a 30 personas","CALLE","ORINOCO","CALLE","ZACAHUITZCO","CALLE","NORMANDIA","CALZADA","CALZADA DE TLALPAN","9",,,,,,"COLONIA","MARIA DEL CARMEN",,,,"03540","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0666","012","5555327270",,,"Fijo","19.37567968","-99.1396091","2010-07"
"963671","09014339999000021000000000U3","JUGUETES BOTELLO",,"339930","Fabricación de juguetes","0 a 5 personas","CALLE","ELEUTERIO MENDEZ","CALLE","CANARIAS","CALLE","FILIPINAS","CALLE","AVENIDA 17","85","SN",,,,,"COLONIA","SAN SIMON TICUMAC",,,,"03660","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0647","014",,,,"Fijo","19.37405374","-99.14634425","2010-07"
"6201459","09014339111000211000000000U2","LABORATORIO DE PROTESIS DENTAL",,"339111","Fabricación de equipo no electrónico para uso médico, dental y para laboratorio","0 a 5 personas","CALLE","PITAGORAS","CALLE","ROMERO DE TERREROS","CALLE","LUZ SAVIÑON","CALLE","ANAXÁGORAS","590",,,,,,"COLONIA","NARVARTE PONIENTE",,,,"03020","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0257","018",,,,"Fijo","19.39099812","-99.15789442","2010-07"
"964247","09014339111000242000000000U7","LABORATORIO DENTAL",,"339111","Fabricación de equipo no electrónico para uso médico, dental y para laboratorio","0 a 5 personas","CALLE","CORRESPONDENCIA","CALLE","NAVARRA","CALLE","GALICIA","CALLE","NAVARRA","176","B",,,,,"COLONIA","JOSEFA ORTIZ DE DOMINGUEZ",,,,"03410","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0280","028",,"LABDENTALFUMIHORI@HOTMAIL.COM",,"Fijo","19.3924361","-99.14572783","2010-07"
"965240","09014339111000131000000000U2","LABORATORIO DENTAL",,"339111","Fabricación de equipo no electrónico para uso médico, dental y para laboratorio","0 a 5 personas","CALLE","AGUSTIN MELGAR","CALLE","NIÑOS HEROES DE CHAPULTEPEC","CALLE","ROMERO","CALLE","JUAN ESCUTIA","29",,,,,,"COLONIA","NIÑOS HEROES DE CHAPULTEPEC",,,,"03440","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0492","007","5555904579",,,"Fijo","19.38570393","-99.14133914","2010-07"
"902032","09014339111000341000000000U7","LABORATORIO DENTAL E IMAGEN",,"339111","Fabricación de equipo no electrónico para uso médico, dental y para laboratorio","0 a 5 personas","AVENIDA","UNIVERSIDAD","AVENIDA","UNIVERSIDAD","CALLE","MONTE ALBAN","EJE VIAL","4 SUR (XOLA)","199","B 104",,,"104",,"COLONIA","NARVARTE ORIENTE",,,,"03023","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0083","012",,,,"Fijo","19.39276708","-99.15073522","2014-12"
"963685","09014339111000321000000000U9","LABORATORIO DENTAL SIN NOMBRE",,"339111","Fabricación de equipo no electrónico para uso médico, dental y para laboratorio","0 a 5 personas","CALLE","ELEUTERIO MENDEZ","CALLE","JOSE MARIA VILLASANA","CALLE","JOSE SIMON BOLIVAR","CALLE","SANTA CRUZ","1539",,,,,,"COLONIA","PORTALES NORTE",,,,"03300","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0647","024",,,,"Fijo","19.37413116","-99.14806488","2010-07"
"969118","09014339111000091001000000U8","LABORATORIO DENTAL WALLMARK",,"339111","Fabricación de equipo no electrónico para uso médico, dental y para laboratorio","6 a 10 personas","CALLE","RUBEN M. CAMPOS","CALLE","JAVIER SORONDO","CALLE","RUBEN M. CAMPOS","CALLE","LUIS GONZAGA INCLÁN","2712","A",,,,,"COLONIA","VILLA DE CORTES",,,,"03520","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0327","001",,,,"Fijo","19.38754863","-99.13598565","2010-07"
"8488517","09014337210000152000000000U0","LOKER MANIA","LOKER MANIA SA DE CV","337210","Fabricación de muebles de oficina y estantería","6 a 10 personas","CALLE","PLAZA VICTORIA","CALZADA","CALZADA DE TLALPAN","CALLE","DIEGO ARENAS GUZMAN","CALLE","FRANCISCO FERNÁNDEZ DEL CASTILLO","40","B",,,,,"COLONIA","VILLA DE CORTEZ",,,,"03530","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0331","020",,"CONTABILIDAD@LOKERMANIA.MX","WWW.LOKERMANIA.MX","Fijo","19.38727006","-99.13837787","2019-11"
"969324","09014332610000021000000000U3","MANUFACTURADO DE RESORTES",,"332610","Fabricación de alambre, productos de alambre y resortes","0 a 5 personas","EJE VIAL","5 SUR (PRIMERO DE MAYO)","CALZADA","CALZADA DE TLALPAN","CALLE","LUISA","CALLE","ELVIRA","6",,,,,"LOCAL C","COLONIA","NATIVITAS",,,,"03500","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","051A","022","5528448972",,,"Fijo","19.38278124","-99.1393348","2010-07"
"6732963","09014335999000001011000000U9","MANUFACTURAS DENTALES OLVERA HERMANOS","MANUFACTURAS DENTALES OLVERA HERMANOS SA DE CV","339111","Fabricación de equipo no electrónico para uso médico, dental y para laboratorio","6 a 10 personas","CALZADA","CALZADA DE TLALPAN","CALLE","FRANCISCO FERNANDEZ DEL CASTILLO","CALLE","PLAZA VICTORIA","CALLE","DIEGO ARENAS GUZMÁN","886","A",,,,"B","COLONIA","VILLA DE CORTEZ",,,,"03530","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0331","020",,"PORCELANASDEMEXICO@PORCELANASDMEXICO.COM","WWW.PORCELANDEMEXICO","Fijo","19.38679161","-99.13880873","2016-10"
"967571","09014333293000023000000000U3","MAQUILA Y MANUFACTURA DE SUAJES",,"333245","Fabricación de maquinaria y equipo para la industria de la impresión","11 a 30 personas","CALLE","LUISA","EJE VIAL","6 SUR (MORELOS)","AVENIDA","LAGO","CALLE","ELISA","200",,,,,,"COLONIA","NATIVITAS",,,,"03500","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0539","014",,,,"Fijo","19.37781559","-99.13956915","2010-07"
"6489063","09014332999000053010000000U3","MAQUILAMINA",,"331220","Fabricación de otros productos de hierro y acero","11 a 30 personas","CALLE","FERNANDO MONTES DE OCA","CALLE","ELEUTERIO MENDEZ","CALLE","LIBERTAD","CALLE","RUMANIA","363",,,,"0",,"COLONIA","SAN SIMON TICUMAC",,,,"03660","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0651","021",,"MAQUILAMINA@PRODIGY.NET.MX","WWW.MAQUILAMINA.COM","Fijo","19.37319627","-99.14456498","2016-01"
"903385","09014332710000231000000000U6","MAQUINADO DE PIEZAS PARA MAQUINARIA Y EQUIPO EN GENERAL",,"332710","Maquinado de piezas metálicas para maquinaria y equipo en general","0 a 5 personas","AVENIDA","LAGO","CALLE","VIRGINIA","CALLE","ELISA","CALLE","JUSTINA","36",,,,,,"COLONIA","NATIVITAS",,,,"03500","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0539","010",,,,"Fijo","19.37841135","-99.13860113","2014-12"
"963785","09014339999000011000000000U4","MARCOS PARA CUADROS SIN NOMBRE",,"339999","Otras industrias manufactureras","0 a 5 personas","CALLE","FERNANDO MONTES DE OCA","CALLE","SAN SIMON","CALLE","ELEUTERIO MENDEZ","CALLE","JUAN ESCUTIA","350",,,,"0",,"COLONIA","SAN SIMON TICUMAC",,,,"03660","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0651","013",,,,"Fijo","19.37380881","-99.14433058","2010-07"
"8539711","09014339999000641000000000U8","MARCOS Y ESPEJOS FIU FIU",,"339999","Otras industrias manufactureras","0 a 5 personas","EJE VIAL","5 SUR (EUGENIA)","EJE VIAL","1 PONIENTE (AVENIDA CUAUHTEMOC)","CALLE","YACATAS","CALLE","SAN BORJA","1351",,,,,"LOCAL B","COLONIA","NARVARTE PONIENTE",,,,"03020","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0420","011",,,,"Fijo","19.38486783","-99.15687106","2019-11"
"903685","09014238130000151010000000U2","MARCOS Y MOLDURAS RENDON",,"337120","Fabricación de muebles, excepto cocinas integrales, muebles modulares de baño y muebles de oficina y estantería","0 a 5 personas","CALLE","JOSE MARIA VILLASANA","CALLE","SANTA CRUZ","CALLE","ELEUTERIO MENDEZ","CALLE","JOSÉ MARÍA VILLASANA","28",,,,,,"COLONIA","PORTALES NORTE",,,,"03300","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0647","024","5555325202",,,"Fijo","19.37346691","-99.14827492","2014-12"
"962971","09014339999000221000000000S9","MARCOS Y MOLDURAS ROMA",,"339999","Otras industrias manufactureras","0 a 5 personas","EJE VIAL","4 SUR (XOLA)","CALLE","UXMAL","CALLE","XOCHICALCO","CALLE","CUMBRES DE MALTRATA","1367","A",,,,"C","COLONIA","NARVARTE PONIENTE",,,,"03020","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0083","009","5555304783","RZN@MARCOSYMOLDURASROMA.COM.MX","WWW.MARCOSYMOLDURASROMA.COM.MX","Fijo","19.39556065","-99.1539832","2010-07"
"962474","09014339999000551000000000M9","MARCOS Y MOLDURAS RSA",,"339999","Otras industrias manufactureras","0 a 5 personas","CALLE","ZEMPOALA","CALLE","ALONSO DE VILLASECA","CALLE","LUIS BRAILLE","CALLE","EDZNÁ","626","C",,,,"C","COLONIA","INDEPENDENCIA",,,,"03630","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0469","028","5591421978",,,"Fijo","19.37804639","-99.15032071","2010-07"
"962425","09014339950000181000000000S8","MARGEN ROJO",,"339950","Fabricación de anuncios y señalamientos","0 a 5 personas","CALLE","RAFAEL MARTINEZ ""RIP RIP""","CALLE","SERAFIN OLARTE","EJE VIAL","6 SUR (INDEPENDENCIA)","EJE VIAL","6 SUR (INDEPENDENCIA)","41",,,,,,"COLONIA","INDEPENDENCIA",,,,"03630","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0469","031",,,,"Fijo","19.37953477","-99.14743853","2010-07"
"7232888","09014339930000051000000000U5","MERCERIA BONETERIA Y REGALOS MARYLU",,"339930","Fabricación de juguetes","0 a 5 personas","CALLE","RAFAEL SOLANA","CALLE","ANTONIO RODRIGUEZ","CALLE","AVENIDA 11","CALLE","AVENIDA 11","123",,,,,,"COLONIA","SAN SIMON TICUMAC",,,,"03660","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0647","004","5534742415",,,"Fijo","19.37640113","-99.14680652","2019-11"
"8539292","09014333411000071000000000U0","METAL Y FRIO","METAL Y FRIO SA DE CV","333411","Fabricación de equipo de aire acondicionado y calefacción","0 a 5 personas","CALLE","ELEUTERIO MENDEZ","CALLE","RUMANIA","CALLE","FERNANDO MONTES DE OCA","CALLE","LIBERTAD","44",,,,,,"COLONIA","SAN SIMON TICUMAC",,,,"03660","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0651","021",,,,"Fijo","19.37370315","-99.14468711","2019-11"
"967695","09014337110000063011000000U1","MUEBLES DE ACERO INOXIDABLE PRODUCTOS EPO",,"337120","Fabricación de muebles, excepto cocinas integrales, muebles modulares de baño y muebles de oficina y estantería","0 a 5 personas","CALZADA","CALZADA DE TLALPAN","CALLE","DON LUIS","CALLE","JUSTINA","CALLE","LUISA","1070","A",,,,,"COLONIA","NATIVITAS",,,,"03500","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0539","020",,"EPOVENTAS@PRODIGY.COM.MX","WWW.EPO.COM.MX","Fijo","19.37883674","-99.14003117","2010-07"
"967703","09014466111001273010000000U6","MUEBLES FLORENCE ART","MUEBLES FLORENCE SA DE CV","337120","Fabricación de muebles, excepto cocinas integrales, muebles modulares de baño y muebles de oficina y estantería","11 a 30 personas","CALLE","ZACAHUITZCO","CALLE","ORINOCO","CALZADA","CALZADA DE TLALPAN","CALLE","NORMANDÍA","17",,,,,,"COLONIA","MARIA DEL CARMEN",,,,"03540","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0666","012",,,"WWW.FLORENCE-ART.COM.MX","Fijo","19.37603271","-99.14005709","2010-07"
"961711","09014339111000232000000000U8","PLASTICOS PROTESICOS","PLASTICOS PROTESICOS SA","339113","Fabricación de artículos oftálmicos","0 a 5 personas","CALLE","SAN BORJA","CALLE","UXMAL","CALLE","XOCHICALCO","EJE VIAL","6 SUR (ÁNGEL URRAZA)","1361",,,,"0",,"COLONIA","VERTIZ NARVARTE",,,,"03600","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","044A","013","5555759277",,,"Fijo","19.38218769","-99.15554586","2010-07"
"9151187","09014332999000104000046007M4","PRECISION EN CORTES LASSER","PRECISION EN CORTES LASSER SA DE CV","332999","Fabricación de otros productos metálicos","31 a 50 personas","CALLE","MARIO ROJAS AVENDAÑO","CALLE","LUIS SPOTA","CALLE","AVENIDA 11","CALLE","CANARIAS","129",,,,,,"COLONIA","SAN SIMON TICUMAC",,,,"03660","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0647","007",,"INFO@PRECISIONCUT.COM.MX","WWW.PRECISIONENCUT.COM.MX","Fijo","19.37623359","-99.14514843","2019-11"
"9092672","09014332999000093000046007S9","PRECISION EN CORTES LASSER","PRECISION EN CORTES LASSER SA DE CV","332999","Fabricación de otros productos metálicos","11 a 30 personas","CALLE","MARIO ROJAS AVENDAÑO","CALLE","ENCARNACION","CALLE","ANTONIO RODRIGUEZ","CALLE","FERNANDO MONTES DE OCA","140",,,,,,"COLONIA","SAN SIMON TICUMAC",,,,"03660","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0651","014",,,,"Fijo","19.37620416","-99.14501726","2019-11"
"8489057","09014333249000024000000000S3","PROBIOMED","PROBIOMET SA DE CV","333249","Fabricación de maquinaria y equipo para otras industrias manufactureras","31 a 50 personas","CALLE","YACATAS","CALLE","TORRES ADALID","CALLE","LUZ SAVIÑON","EJE VIAL","1 PONIENTE (AVENIDA CUAUHTÉMOC)","307",,,,,,"COLONIA","NARVARTE PONIENTE",,,,"03020","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0261","016",,,"WWW.PROBIOME.COM.MX","Fijo","19.39023408","-99.1557659","2019-11"
"903229","09014333319000051000000000U7","REMAC-DENT",,"333319","Fabricación de otra maquinaria y equipo para el comercio y los servicios","0 a 5 personas","CALZADA","CALZADA DE TLALPAN","CALLE","ELVIRA","EJE VIAL","5 SUR (PRIMERO DE MAYO)","CALLE","LUISA","974",,,,,,"COLONIA","NATIVITAS",,,,"03500","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","051A","022","5526195566","REMACDENT@YAHOO.COM.MX","WWW.REMAC-DENT.COM","Fijo","19.38299835","-99.13940772","2014-12"
"6372593","09014811199000492001008409S0","SISTEMAS DE INTERCAMBIO TERMICO","SISTEMAS DE INTERCAMBIO TERMICO SA DE CV","336390","Fabricación de otras partes para vehículos automotrices","0 a 5 personas","CALZADA","CALZADA DE TLALPAN","CALLE","Antonio Rodríguez","CALLE","Luis Spota","CALLE","Segundo Callejón de La Luz","1143",,,,,,"COLONIA","SAN JUAN TICUMAC",,,,"03660","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0651","008",,"CLIMASDEMEXICOSACV@HOTMAIL.COM",,"Fijo","19.37619692","-99.14092451","2010-07"
"6257986","09014332110000085000000000U9","STENDAL METAL","STENDAL METAL SA DE CV","332110","Fabricación de productos metálicos forjados y troquelados","11 a 30 personas","CALLE","ELISA","CALLE","ZACAHUITZCO","EJE VIAL","6 SUR  MORELOS","AVENIDA","CALZADA DE TLALPAN","239","BIS",,,"0",,"COLONIA","MARÍA DEL CARMEN",,,,,"09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0666","013",,"CONTABILIDAD@STENDALMETAL.COM",,"Fijo","19.3764334","-99.13940074","2010-07"
"965550","09014332999000061000000000U6","TALLER DE RECHAZADO EL CID",,"332999","Fabricación de otros productos metálicos","0 a 5 personas","CALLE","CASTILLA","CALLE","SANTA MARIA NATIVITAS","CALLE","NIÑOS HEROES DE CHAPULTEPEC","CALLE","VÍCTOR HUGO","412",,,,,,"COLONIA","NIÑOS HEROES DE CHAPULTEPEC",,,,"03440","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0488","015","5555795221","CID_NAZARIO01@HOTMAIL.COM",,"Fijo","19.38697698","-99.14440338","2010-07"
"966621","09014332710000111000000000U0","TALLER DE TORNO",,"332710","Maquinado de piezas metálicas para maquinaria y equipo en general","0 a 5 personas","CALLE","CUMBRES DE MALTRATA","CALLE","JUAN ESCUTIA","CALLE","SERAFIN OLARTE","CALLE","JUAN ESCUTIA","401",,,,"0",,"COLONIA","INDEPENDENCIA",,,,"03630","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0505","011",,,,"Fijo","19.37915155","-99.14236364","2010-07"
"962384","09014332710000271000000000U2","TALLER DE TORNO LUGO",,"332710","Maquinado de piezas metálicas para maquinaria y equipo en general","0 a 5 personas","CALLE","RAFAEL MARTINEZ ""RIP RIP""","CALLE","SERAFIN OLARTE","CALLE","FRANCISCO FIELD JURADO","CALLE","JOSÉ SIMÓN BOLÍVAR","34",,,,,,"COLONIA","INDEPENDENCIA",,,,"03630","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0469","011","63898600",,,"Fijo","19.37997837","-99.14725194","2014-12"
"903164","09014332710000151001000000U6","TALLER MECANICO DE TORNORAYA",,"332710","Maquinado de piezas metálicas para maquinaria y equipo en general","6 a 10 personas","CALLE","SANTA MARIA NATIVITAS","CALLE","VIRGILIO URIBE","CALLE","ISABEL LA CATOLICA","CALLE","ROMERO","95",,,,,,"COLONIA","NIÑOS HEROES DE CHAPULTEPEC",,,,"03440","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0488","007",,"INDUSTRIALRAYA@HOTMAIL.COM",,"Fijo","19.38601325","-99.1429761","2010-07"
"8488565","09014339914000031000000000U1","TROFEOS LOBO NATIVITAS",,"339914","Metalistería de metales no preciosos","0 a 5 personas","CALLE","REFUGIO","CALLE","ELISA","CALLE","LUISA","CALLE","LAURA","27",,,,,,"COLONIA","NATIVITAS",,,,"03500","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0331","013",,"TROFEOSLOBO@HOTMAIL.COM","WWW.TROFEOSLOBO.COM.MX","Fijo","19.38548855","-99.13814389","2019-11"
"8539290","09014333411000062000000000U9","VENTILADORES Y COMPLEMENTOS INDUSTRIALES","VENTILADORES Y COMPLEMENTOS INDUSTRIALES SA DE CV","333411","Fabricación de equipo de aire acondicionado y calefacción","6 a 10 personas","CALLE","ELEUTERIO MENDEZ","CALLE","RUMANIA","CALLE","FERNANDO MONTES DE OCA","CALLE","LIBERTAD","44",,,,,,"COLONIA","SAN SIMON TICUMAC",,,,"03660","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0651","021",,,,"Fijo","19.37370315","-99.14468711","2019-11"
"9115547","09014332320001031000000000S7","VIDRI0S Y ALUMINIO",,"332320","Fabricación de productos de herrería","0 a 5 personas","CALLE","SAN SIMON","CALLE","CENTENARIO","CALLE","PROLONGACION JUAN ESCUTIA","CALLE","INGENIERO PASCUAL ORTIZ RUBIO","57",,,,,,"COLONIA","SAN SIMON TICUMAC",,,,"03660","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0651","011",,"GERARDO08@HOTMAIL.COM",,"Fijo","19.37424464","-99.14333998","2019-11"
"962874","09014339111000111000000000U4","ZAPATOS ORTOPEDICOS",,"339111","Fabricación de equipo no electrónico para uso médico, dental y para laboratorio","0 a 5 personas","EJE VIAL","CENTRAL (LAZARO CARDENAS)","EJE VIAL","4 SUR (XOLA)","AVENIDA","UNIVERSIDAD","CALLE","CASAS GRANDES","539",,,,,,"COLONIA","NARVARTE ORIENTE",,,,"03023","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0100","002","5562803215",,,"Fijo","19.39655348","-99.14602394","2010-07"
"8539538","09014435411002163000000000U0","ACINET","ACINET SA DE CV","435411","Comercio al por mayor de mobiliario, equipo, y accesorios de cómputo","11 a 30 personas","CALLE","TAJIN","EJE VIAL","5 SUR (EUGENIA)","CALLE","SAN BORJA","CALLE","XOCHICALCO","479",,,,"1",,"COLONIA","VERTIZ NARVARTE",,,,"03020","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","044A","006",,,,"Fijo","19.38385264","-99.15445842","2019-11"
"9103124","09014435319001371000000000U5","ACRIMUNDO","ACRIMUNDO SA DE CV","435319","Comercio al por mayor de maquinaria y equipo para otros servicios y para actividades comerciales","0 a 5 personas","CALZADA","CALZADA DE TLALPAN","AVENIDA","SANTIAGO","CALLE","RUFINO BLANCO FOMBONA","CALLE","DIEGO ARENAS GUZMÁN","776",,,,,,"COLONIA","MODERNA",,,,"03510","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0312","019",,"VENTAS@ACRIMUNDO.COM.MX",,"Fijo","19.39104826","-99.13817734","2019-11"
